dca_seq,dca_name,relation_seq,dca_avoid_desc,dca_avoid,avoid_seq
4460,미로데나필,10888,혈압강하작용 증강,이소소르비드,2858
4461,미로데나필,10888,혈압강하작용 증강,이소소르비드,4294
4462,미로데나필,10888,혈압강하작용 증강,이소소르비드,7859
4463,미로데나필,10888,혈압강하작용 증강,이소소르비드,8011
4464,미로데나필,10888,혈압강하작용 증강,이소소르비드,8148
4465,미로데나필,10888,혈압강하작용 증강,이소소르비드,8170
4466,미로데나필,10888,혈압강하작용 증강,이소소르비드,8280
4467,미로데나필,10888,혈압강하작용 증강,이소소르비드,8374
4468,미로데나필,10888,혈압강하작용 증강,이소소르비드,8422
4469,미로데나필,10888,혈압강하작용 증강,이소소르비드,9620
4470,미로데나필,10888,혈압강하작용 증강,이소소르비드,9676
4471,미로데나필,10888,혈압강하작용 증강,이소소르비드,10233
4472,미로데나필,10888,혈압강하작용 증강,이소소르비드,10335
4473,미로데나필,10888,혈압강하작용 증강,이소소르비드,11265
4474,미로데나필,10888,혈압강하작용 증강,이소소르비드,11533
4475,미로데나필,10888,혈압강하작용 증강,이소소르비드,11718
4476,미로데나필,10888,혈압강하작용 증강,이소소르비드,11758
4477,미로데나필,10888,혈압강하작용 증강,이소소르비드,12141
4478,미로데나필,10888,혈압강하작용 증강,이소소르비드,12235
4479,미로데나필,10888,동일계열 병용투여 금기,바데나필,10657
4480,미로데나필,10888,혈압강하증가,몰시도민,1271
4481,미로데나필,10888,혈압강하증가,니트로글리세린,3031
4482,미로데나필,10888,혈압강하증가,니트로글리세린,3825
4483,미로데나필,10888,혈압강하증가,니트로글리세린,5256
4484,미로데나필,10888,혈압강하증가,니트로글리세린,5282
4485,미로데나필,10888,혈압강하증가,니트로글리세린,7178
4486,미로데나필,10888,혈압강하증가,니트로글리세린,11775
4487,미로데나필,10888,혈압강하증가,니트로푸루시드,8507
4488,메톡시페나민,10913,부정맥 또는 심정지,노르에피네프린,3623
4489,메톡시페나민,10913,부정맥 또는 심정지,노르에피네프린,10682
4490,메톡시페나민,10913,부정맥 또는 심정지,에피네프린,377
4491,메톡시페나민,10913,부정맥 또는 심정지,에피네프린,471
4492,메톡시페나민,10913,부정맥 또는 심정지,에피네프린,3864
4493,메톡시페나민,10913,부정맥 또는 심정지,에피네프린,10425
4494,디피리다몰,10964,메토트렉세이트의 혈액학적 독성 증가,메토트렉세이트,253
4495,아스피린,10964,혈액학적 독성,메토트렉세이트,253
4496,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,카르바마제핀,466
4497,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,카르바마제핀,6074
4498,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,포스페니토인,8571
4499,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,세인트존스워트,7556
4500,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,세인트존스워트,9979
4501,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,세인트존스워트,11445
4502,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,세인트존스워트,11693
4503,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,세인트존스워트,11959
4504,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,오메프라졸,2159
4505,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,오메프라졸,2160
4506,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,오메프라졸,3324
4507,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,오메프라졸,6040
4508,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,란소프라졸,2538
4509,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,란소프라졸,3558
4510,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,판토프라졸,27
4511,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,일라프라졸,9112
4512,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,일라프라졸,9445
4513,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,에스판토프라졸,5698
4514,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,에스오메프라졸,3661
4515,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,에스오메프라졸,4585
4516,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,에스오메프라졸,7587
4517,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,에스오메프라졸,8877
4518,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,에스오메프라졸,10091
4519,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,에스오메프라졸,12260
4520,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,에스오메프라졸,12809
4521,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,라베프라졸,3353
4522,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,레바프라잔,4961
4523,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,레바프라잔,12755
4524,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,옥스카르바제핀,2746
4525,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,페노바르비탈,525
4526,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,페노바르비탈,7366
4527,릴피비린,10967,위장 pH의 증가로 릴피비린의 흡수가 저하되어 릴피비린의 치료효과 감소,덱스란소프라졸,11309
4528,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,페니토인,1011
4529,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,페니토인,1012
4530,릴피비린,10967,릴피비린의 혈중농도가 감소하여 치료효과 감소 혹은 내성발현,리팜피신,99
4531,엠트리시타빈,10967,,포스페니토인,8571
4532,엠트리시타빈,10967,,판토프라졸,27
4533,엠트리시타빈,10967,,라베프라졸,3353
4534,엠트리시타빈,10967,,페니토인,1011
4535,엠트리시타빈,10967,,페니토인,1012
4536,엠트리시타빈,10967,,페노바르비탈,525
4537,엠트리시타빈,10967,,페노바르비탈,7366
4538,엠트리시타빈,10967,,에스판토프라졸,5698
4539,엠트리시타빈,10967,,리팜피신,99
4540,엠트리시타빈,10967,,덱스란소프라졸,11309
4541,엠트리시타빈,10967,,란소프라졸,2538
4542,엠트리시타빈,10967,,란소프라졸,3558
4543,엠트리시타빈,10967,,카르바마제핀,466
4544,엠트리시타빈,10967,,카르바마제핀,6074
4545,엠트리시타빈,10967,,에스오메프라졸,3661
4546,엠트리시타빈,10967,,에스오메프라졸,4585
4547,엠트리시타빈,10967,,에스오메프라졸,7587
4548,엠트리시타빈,10967,,에스오메프라졸,8877
4549,엠트리시타빈,10967,,에스오메프라졸,10091
4550,엠트리시타빈,10967,,에스오메프라졸,12260
4551,엠트리시타빈,10967,,에스오메프라졸,12809
4552,엠트리시타빈,10967,,일라프라졸,9112
4553,엠트리시타빈,10967,,일라프라졸,9445
4554,엠트리시타빈,10967,,오메프라졸,2159
4555,엠트리시타빈,10967,,오메프라졸,2160
4556,엠트리시타빈,10967,,오메프라졸,3324
4557,엠트리시타빈,10967,,오메프라졸,6040
4558,엠트리시타빈,10967,,옥스카르바제핀,2746
4559,엠트리시타빈,10967,,레바프라잔,4961
4560,엠트리시타빈,10967,,레바프라잔,12755
4561,엠트리시타빈,10967,,세인트존스워트,7556
4562,엠트리시타빈,10967,,세인트존스워트,9979
4563,엠트리시타빈,10967,,세인트존스워트,11445
4564,엠트리시타빈,10967,,세인트존스워트,11693
4565,엠트리시타빈,10967,,세인트존스워트,11959
4566,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,보리코나졸,55
4567,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,보리코나졸,4898
4568,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,아타자나비르,10055
4569,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,아타자나비르,13084
4570,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,리토나비르,12254
4571,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,코비시스타트,9
4572,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,코비시스타트,28
4573,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,코비시스타트,10173
4574,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,코비시스타트,11520
4575,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,인디나빌,8720
4576,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,이트라코나졸,2170
4577,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,이트라코나졸,2171
4578,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,이트라코나졸,3700
4579,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,이트라코나졸,6056
4580,리바록사반,10998,리바록사반의 혈중농도가 상승하여 출혈위험 증가,이트라코나졸,6066
4581,아토르바스타틴,11152,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,136
4582,아토르바스타틴,11152,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,156
4583,브리모니딘,11197,"교감신경흥분제의 작용 증강 또는 연장(고혈압, 빈맥 등)",셀레길린염산염,7705
4584,브리모니딘,11197,"교감신경흥분제의 작용 증강 또는 연장(고혈압, 빈맥 등)",모클로베미드,2464
4585,이소소르비드,11265,혈관확장작용 증가로 저혈압 효과 상승,실데나필,3167
4586,이소소르비드,11265,혈관확장작용 증가로 저혈압 효과 상승,실데나필,10776
4587,이소소르비드,11265,혈관확장작용 증가로 저혈압 효과 상승,실데나필,10844
4588,덱스란소프라졸,11309,Atazanavir의 치료효과 감소 및 내성발현 위험 증가,아타자나비르,10055
4589,덱스란소프라졸,11309,Atazanavir의 치료효과 감소 및 내성발현 위험 증가,아타자나비르,13084
4590,디클로페낙,11325,,케토롤락,2355
4591,디클로페낙,11325,,케토롤락,7724
4592,심바스타틴,11363,근육병증의 위험 증가 가능,클래리트로마이신,2566
4593,심바스타틴,11363,근육병증의 위험 증가 가능,클래리트로마이신,2801
4594,심바스타틴,11363,근육병증의 위험 증가 가능,클래리트로마이신,4860
4595,심바스타틴,11363,근육병증의 위험 증가 가능,클래리트로마이신,7725
4596,심바스타틴,11363,근육병증의 위험 증가 가능,클래리트로마이신,7868
4597,심바스타틴,11363,근육병증의 위험 증가 가능,클래리트로마이신,9572
4598,심바스타틴,11363,근육병증의 위험 증가 가능,클래리트로마이신,11597
4599,심바스타틴,11363,근육병증의 위험 증가 가능,리토나비르,12254
4600,심바스타틴,11363,근육병증의 위험 증가 가능,포사코나졸,11563
4601,심바스타틴,11363,근육병증의 위험 증가 가능,푸시딘산,136
4602,심바스타틴,11363,근육병증의 위험 증가 가능,푸시딘산,156
4603,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오프로마이드,2535
4604,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오베르솔,8
4605,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오베르솔,3019
4606,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오베르솔,11895
4607,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오베르솔,14676
4608,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,아이오다이즈드오일,12237
4609,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오메프롤,2864
4610,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오비트리돌,2751
4611,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오헥솔,3074
4612,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이옥사글린산,2533
4613,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오파미돌,2526
4614,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오트로란,3176
4615,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오딕사놀,3359
4616,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오딕사놀,6017
4617,메트포르민,11385,기능적 신부전에 의해 유산 산성증 촉진,이오딕사놀,7722
4618,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,인디나빌,8720
4619,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,넬피나비어,2960
4620,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,44
4621,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,58
4622,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,2948
4623,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,3877
4624,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,5929
4625,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,5930
4626,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,리토나비르,12254
4627,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,리토나비르,12253
4628,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,아바카비르,60
4629,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,아바카비르,65
4630,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,아바카비르,2648
4631,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,아바카비르,13057
4632,세인트존스워트,11445,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,에파비렌즈,3012
4633,아토르바스타틴,11449,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,136
4634,아토르바스타틴,11449,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,156
4635,슈도에페드린,11458,"고혈압, 빈맥 유발",셀레길린염산염,7705
4636,슈도에페드린,11458,"고혈압, 빈맥 유발",모클로베미드,2464
4637,슈도에페드린,11458,"고혈압, 빈맥 유발 ",라사길린,11933
4638,덱스브롬페니라민,11458,"고혈압, 빈맥 유발",라사길린,11933
4639,심바스타틴,11489,근육병증의 위험 증가 가능,클래리트로마이신,2566
4640,심바스타틴,11489,근육병증의 위험 증가 가능,클래리트로마이신,2801
4641,심바스타틴,11489,근육병증의 위험 증가 가능,클래리트로마이신,4860
4642,심바스타틴,11489,근육병증의 위험 증가 가능,클래리트로마이신,7725
4643,심바스타틴,11489,근육병증의 위험 증가 가능,클래리트로마이신,7868
4644,심바스타틴,11489,근육병증의 위험 증가 가능,클래리트로마이신,9572
4645,심바스타틴,11489,근육병증의 위험 증가 가능,클래리트로마이신,11597
4646,심바스타틴,11489,근육병증의 위험 증가 가능,리토나비르,12254
4647,심바스타틴,11489,근육병증의 위험 증가 가능,포사코나졸,11563
4648,심바스타틴,11489,근육병증의 위험 증가 가능,푸시딘산,136
4649,심바스타틴,11489,근육병증의 위험 증가 가능,푸시딘산,156
4650,프로카테롤,11500,부정맥 또는 심정지 유도,에피네프린,377
4651,프로카테롤,11500,부정맥 또는 심정지 유도,에피네프린,471
4652,프로카테롤,11500,부정맥 또는 심정지 유도,에피네프린,3864
4653,프로카테롤,11500,부정맥 또는 심정지 유도,에피네프린,10425
4654,프로카테롤,11500,부정맥 또는 심정지,노르에피네프린,3623
4655,프로카테롤,11500,부정맥 또는 심정지,노르에피네프린,10682
4656,디클로페낙,11504,,케토롤락,2355
4657,디클로페낙,11504,,케토롤락,7724
4658,에리트로마이신,11505,QT연장 등,피모지드,1378
4659,에리트로마이신,11505,횡문근융해증/근육병증 및 이에 수반되는 급격한 신기능악화,로바스타틴,2097
4660,에리트로마이신,11505,병용을 하여도 항균작용이 증가되지 않음,클로람페니콜,126
4661,에리트로마이신,11505,병용을 하여도 항균작용이 증가되지 않음,클로람페니콜,7871
4662,에리트로마이신,11505,병용을 하여도 항균작용이 증가되지 않음,클린다마이신,7885
4663,에리트로마이신,11505,QT연장 등,미졸라스틴,3348
4664,에리트로마이신,11505,병용을 하여도 항균작용이 증가되지 않음,린코마이신,100
4665,에리트로마이신,11505,병용을 하여도 항균작용이 증가되지 않음,린코마이신,7778
4666,에리트로마이신,11505,병용을 하여도 항균작용이 증가되지 않음,린코마이신,9959
4667,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,페니토인,1011
4668,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,페니토인,1012
4669,코비시스타트,11520,"Sildenafil 혈중농도 증가, 병용투여 할 경우에는 Sildenafil의 투여용량이 25mg을 초과하지 않도록 하며, 48시간 내 재투여 금지",실데나필,3167
4670,코비시스타트,11520,"Sildenafil 혈중농도 증가, 병용투여 할 경우에는 Sildenafil의 투여용량이 25mg을 초과하지 않도록 하며, 48시간 내 재투여 금지",실데나필,10776
4671,코비시스타트,11520,"Sildenafil 혈중농도 증가, 병용투여 할 경우에는 Sildenafil의 투여용량이 25mg을 초과하지 않도록 하며, 48시간 내 재투여 금지",실데나필,10844
4672,코비시스타트,11520,"Ergometrine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",메틸에르고메트린,1238
4673,코비시스타트,11520,"Ergometrine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",메틸에르고메트린,7786
4674,코비시스타트,11520,"Tadalafil 혈중농도 증가, 병용투여 할 경우에는 Tadalafil의 투여용량이 10mg을 초과하지 않도록 하며, 72시간 내 재투여 금지 ",타다라필,3997
4675,코비시스타트,11520,Amiodarone 혈중농도 증가,아미오다론,25
4676,코비시스타트,11520,Blonanserin 혈중농도 증가,블로난세린,9818
4677,코비시스타트,11520,"Dihydroergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",디히드로에르고타민,2636
4678,코비시스타트,11520,"Lovastatin 혈중농도 증가, 횡문근융해를 비롯한 근육병증",로바스타틴,2097
4679,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,카르바마제핀,466
4680,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,카르바마제핀,6074
4681,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,리팜피신,99
4682,코비시스타트,11520,"Triazolam 혈중농도 증가, 진정 또는 호흡 억제의 연장 또는 증가",트리아졸람,53
4683,코비시스타트,11520,"Triazolam 혈중농도 증가, 진정 또는 호흡 억제의 연장 또는 증가",트리아졸람,2893
4684,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,포스페니토인,8571
4685,코비시스타트,11520,"Simvastatin 혈중농도 증가, 횡문근융해를 비롯한 근육병증",심바스타틴,3321
4686,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,리파부틴,48
4687,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,리파부틴,3105
4688,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,세인트존스워트,7556
4689,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,세인트존스워트,9979
4690,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,세인트존스워트,11445
4691,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,세인트존스워트,11693
4692,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,세인트존스워트,11959
4693,코비시스타트,11520,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",에르고타민,367
4694,코비시스타트,11520,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",에르고타민,469
4695,코비시스타트,11520,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",에르고타민,470
4696,코비시스타트,11520,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",에르고타민,3476
4697,코비시스타트,11520,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",에르고타민,7842
4698,코비시스타트,11520,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",에르고타민,7864
4699,코비시스타트,11520,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",에르고타민,7865
4700,코비시스타트,11520,"Ergotamine 혈중농도 증가, 말초혈관연축 또는 국소빈혈",에르고타민,8803
4701,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,페노바르비탈,525
4702,코비시스타트,11520,Cobicistat 및 Elvitegravir의 혈중농도 감소로 치료효과 소실 및 내성 발현 가능,페노바르비탈,7366
4703,코비시스타트,11520,Alfuzosin 혈중농도 증가,알푸조신,2595
4704,코비시스타트,11520,Alfuzosin 혈중농도 증가,알푸조신,7715
4705,이소소르비드,11533,혈관확장작용 증가로 저혈압 효과 상승,실데나필,3167
4706,이소소르비드,11533,혈관확장작용 증가로 저혈압 효과 상승,실데나필,10776
4707,이소소르비드,11533,혈관확장작용 증가로 저혈압 효과 상승,실데나필,10844
4708,포사코나졸,11563,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,367
4709,포사코나졸,11563,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",에르고타민,7842
4710,포사코나졸,11563,근병증 및 횡문근융해,심바스타틴,3321
4711,포사코나졸,11563,근병증 및 횡문근융해,로바스타틴,2097
4712,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,50
4713,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,3747
4714,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,7085
4715,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,7265
4716,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,7471
4717,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,9395
4718,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,9803
4719,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,10516
4720,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,11653
4721,포사코나졸,11563,횡문근융해를 비롯한 근육병증 발생가능성 증가,아토르바스타틴,13249
4722,프로글루메타신,11582,중증의 위장관계 이상반응,디플루니살,2500
4723,프레드니솔론,11596,1. 아킬레스건 파열 및 손상<특히 노인>2. 심혈관계 부작용 증가,스파플록사신,2076
4724,클래리트로마이신,11597,,콜키신,3602
4725,클래리트로마이신,11597,콜키신에 대한 노출 증가 가능,콜키신,3602
4726,클래리트로마이신,11597,"pimozide의 혈중농도 상승, QT연장",피모지드,1378
4727,클래리트로마이신,11597,심실부정맥(Torsade de pointes),미졸라스틴,3348
4728,옥트레오티드,11617,bromocriptine mesylate 혈중농도 상승,브로모크립틴,2296
4729,옥트레오티드,11617,bromocriptine mesylate 혈중농도 상승,브로모크립틴,4447
4730,옥트레오티드,11617,bromocriptine mesylate 혈중농도 상승,브로모크립틴,7810
4731,디클로페낙,11636,,케토롤락,2355
4732,디클로페낙,11636,,케토롤락,7724
4733,글리피지드,11641,저혈당 또는 혼수,미코나졸,717
4734,글리피지드,11641,저혈당 또는 혼수,미코나졸,7794
4735,아토르바스타틴,11653,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,136
4736,아토르바스타틴,11653,횡문근융해와 같은 중증의 근육이상 보고,푸시딘산,156
4737,아토르바스타틴,11653,근육병증,케토코나졸,1486
4738,아토르바스타틴,11653,근육병증,이트라코나졸,2170
4739,아토르바스타틴,11653,근육병증,이트라코나졸,2171
4740,아토르바스타틴,11653,근육병증,이트라코나졸,3700
4741,아토르바스타틴,11653,근육병증,이트라코나졸,6056
4742,아토르바스타틴,11653,근육병증,이트라코나졸,6066
4743,아토르바스타틴,11653,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,31
4744,아토르바스타틴,11653,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,207
4745,아토르바스타틴,11653,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,2470
4746,아토르바스타틴,11653,혈중농도 상승 및 근육병증/횡문근융해증 위험성 증가,사이클로스포린,2536
4747,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,인디나빌,8720
4748,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,넬피나비어,2960
4749,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,44
4750,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,58
4751,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,2948
4752,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,3877
4753,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,5929
4754,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,네비라핀,5930
4755,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,리토나비르,12254
4756,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,리토나비르,12253
4757,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,아바카비르,60
4758,세인트존스워트,11693,병용 시 항바이러스 약의 치료효과가 떨어지고 내성 발현 가능,아바카비르,65
